age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y;y_binary;predicted_prob
30;blue-collar;single;primary;no;395;no;no;cellular;21;nov;429;1;-1;0;unknown;no;0;0.145905301278687
31;technician;divorced;secondary;no;10787;yes;no;unknown;4;jun;135;2;-1;0;unknown;no;0;0.0658250817361681
55;admin.;married;secondary;no;865;yes;no;cellular;27;oct;96;1;111;3;failure;no;0;0.0682624448679229
36;management;married;tertiary;no;340;yes;no;cellular;20;apr;68;2;-1;0;unknown;no;0;0.0436438597856939
31;blue-collar;single;secondary;no;1882;no;no;cellular;7;may;529;2;-1;0;unknown;no;0;0.188197186915603
26;management;married;tertiary;no;265;no;no;cellular;30;jan;650;2;-1;0;unknown;no;0;0.243173673725685
31;admin.;married;secondary;no;389;yes;no;cellular;7;dec;69;1;185;2;failure;no;0;0.045415825181086
49;admin.;married;secondary;no;0;yes;yes;cellular;29;jul;71;7;-1;0;unknown;no;0;0.0313564599540411
54;management;married;tertiary;no;384;yes;no;cellular;12;may;30;7;-1;0;unknown;no;0;0.0292924717362957
47;management;divorced;tertiary;no;94;yes;no;cellular;31;jul;9;19;-1;0;unknown;no;0;0.00719663631146262
61;management;married;secondary;no;1471;no;no;cellular;12;aug;331;2;-1;0;unknown;no;0;0.144455636909302
49;blue-collar;married;primary;no;937;yes;no;unknown;12;jun;66;1;-1;0;unknown;no;0;0.0573099466393831
51;technician;married;secondary;no;500;yes;no;cellular;20;nov;26;6;-1;0;unknown;no;0;0.0308168016184269
53;blue-collar;married;primary;no;25;yes;no;unknown;6;may;266;3;-1;0;unknown;no;0;0.0944978521413525
35;management;married;tertiary;no;365;no;no;cellular;21;nov;168;2;-1;0;unknown;no;0;0.060590662974217
25;unemployed;single;secondary;no;34;no;yes;unknown;4;jul;316;1;-1;0;unknown;no;0;0.0954509274417076
79;retired;married;primary;no;429;no;no;telephone;8;jul;1006;2;-1;0;unknown;yes;1;0.702493608903027
53;technician;married;primary;no;6839;yes;no;cellular;19;nov;77;1;-1;0;unknown;no;0;0.071800629194726
21;student;single;secondary;no;6;no;no;unknown;9;may;622;1;-1;0;unknown;no;0;0.230505783774126
33;blue-collar;married;secondary;no;467;yes;no;unknown;21;may;494;2;-1;0;unknown;no;0;0.168566295079518
40;self-employed;divorced;secondary;no;1876;no;yes;unknown;20;jun;269;1;-1;0;unknown;no;0;0.10251914829006
34;entrepreneur;married;secondary;no;1847;yes;no;cellular;9;apr;543;3;321;6;failure;no;0;0.186007598856794
52;unknown;married;primary;no;247;no;no;cellular;29;jul;268;6;-1;0;unknown;no;0;0.0708965398363347
27;admin.;married;secondary;no;897;no;no;cellular;5;jun;397;1;-1;0;unknown;yes;1;0.12901357517181
57;services;divorced;secondary;no;4664;no;no;cellular;21;nov;22;4;114;1;failure;no;0;0.0443778898324507
51;self-employed;divorced;secondary;no;1291;yes;no;unknown;3;jun;51;2;-1;0;unknown;no;0;0.0510556133914981
31;student;single;tertiary;no;64;no;no;cellular;15;sep;208;1;105;2;success;no;0;0.0721027612145496
49;unemployed;married;tertiary;no;-471;yes;no;cellular;20;nov;77;3;185;7;failure;no;0;0.047234152472104
32;management;single;tertiary;no;1160;yes;yes;unknown;11;jun;450;2;-1;0;unknown;no;0;0.148070895537887
28;admin.;single;tertiary;no;14;no;no;cellular;1;jun;201;1;-1;0;unknown;no;0;0.0677635161427483
33;blue-collar;married;secondary;no;26;yes;no;cellular;17;apr;342;3;332;1;other;no;0;0.0948048633091226
50;blue-collar;married;unknown;no;452;no;no;cellular;20;aug;181;2;-1;0;unknown;no;0;0.0765303075273044
42;blue-collar;single;secondary;no;382;yes;no;cellular;13;may;294;1;-1;0;unknown;no;0;0.110043136127618
45;admin.;married;unknown;no;2033;no;no;cellular;30;nov;123;1;186;4;failure;no;0;0.067725433748612
34;unemployed;married;secondary;no;0;yes;no;cellular;13;may;172;1;-1;0;unknown;no;0;0.0662839300942175
56;admin.;divorced;unknown;no;789;yes;no;cellular;8;may;1022;1;360;2;failure;no;0;0.672660067300395
33;blue-collar;single;secondary;no;142;yes;no;cellular;14;may;123;1;360;3;other;no;0;0.055675196021304
34;admin.;married;secondary;no;645;yes;no;unknown;19;may;420;1;-1;0;unknown;no;0;0.149402118379191
37;blue-collar;married;unknown;no;897;yes;no;cellular;13;apr;119;2;280;2;failure;no;0;0.0533175437685564
37;blue-collar;married;secondary;no;103;yes;no;cellular;12;may;153;1;-1;0;unknown;no;0;0.0647397012308734
35;admin.;single;secondary;no;847;yes;no;cellular;11;may;85;2;-1;0;unknown;no;0;0.0462275610442638
38;unknown;single;tertiary;no;0;no;no;cellular;11;sep;260;3;95;3;success;yes;1;0.0769941575217141
32;blue-collar;married;secondary;no;517;yes;no;unknown;5;may;528;1;-1;0;unknown;no;0;0.200700722380092
52;technician;single;tertiary;no;1308;yes;no;unknown;29;may;361;1;-1;0;unknown;no;0;0.155487902356166
49;services;married;secondary;no;66;yes;yes;cellular;21;nov;59;4;-1;0;unknown;no;0;0.0407177224318532
46;management;divorced;secondary;no;361;yes;no;unknown;19;may;86;7;-1;0;unknown;no;0;0.0320464674911072
42;entrepreneur;married;primary;yes;66;yes;yes;cellular;6;feb;139;1;-1;0;unknown;no;0;0.0657228968313136
36;blue-collar;married;unknown;no;70;yes;no;unknown;8;may;219;4;-1;0;unknown;no;0;0.0595081433194317
32;services;married;secondary;no;180;yes;no;telephone;15;may;45;2;-1;0;unknown;no;0;0.0381469772746135
49;technician;married;tertiary;no;279;yes;no;unknown;19;may;168;4;-1;0;unknown;no;0;0.0593501961976008
46;services;married;secondary;no;4;no;no;cellular;30;apr;268;1;261;5;other;yes;1;0.105343290217908
40;entrepreneur;married;secondary;no;1416;yes;no;unknown;14;may;210;2;-1;0;unknown;no;0;0.0760791666024351
36;admin.;married;secondary;no;465;yes;no;unknown;20;may;160;1;-1;0;unknown;no;0;0.0660052267426429
36;admin.;married;secondary;no;998;yes;no;unknown;14;may;1044;2;-1;0;unknown;no;0;0.606150899506512
34;technician;married;secondary;no;550;no;yes;cellular;9;jul;601;1;-1;0;unknown;no;0;0.251191474485465
46;management;married;tertiary;no;1285;yes;no;unknown;27;may;89;1;-1;0;unknown;no;0;0.060120194090247
32;services;married;tertiary;no;4908;no;yes;cellular;13;may;491;2;-1;0;unknown;no;0;0.181092209151234
32;unemployed;single;tertiary;no;336;yes;no;unknown;8;may;139;1;-1;0;unknown;no;0;0.0582973379467726
32;management;single;tertiary;no;131;no;no;unknown;3;jun;267;3;-1;0;unknown;no;0;0.0733556240786164
43;management;married;tertiary;no;348;no;yes;cellular;15;jul;88;3;-1;0;unknown;no;0;0.046307513147124
25;self-employed;single;tertiary;no;453;yes;no;cellular;17;jul;134;1;-1;0;unknown;no;0;0.0525833915333952
55;admin.;married;secondary;no;1102;yes;no;unknown;15;may;126;2;-1;0;unknown;no;0;0.068865612985123
24;admin.;single;secondary;no;926;yes;yes;cellular;15;may;191;1;-1;0;unknown;no;0;0.0636580503925893
40;management;divorced;tertiary;no;502;yes;no;cellular;3;feb;267;4;270;3;other;no;0;0.0742310426962798
38;management;single;tertiary;no;8669;yes;no;telephone;20;apr;5;3;150;6;failure;no;0;0.0398491633420785
48;blue-collar;single;primary;no;316;no;no;unknown;5;jun;560;2;-1;0;unknown;no;0;0.238493216091724
36;management;married;tertiary;no;9324;yes;no;cellular;30;mar;138;8;-1;0;unknown;no;0;0.0378358720967762
57;management;married;tertiary;no;0;no;no;cellular;19;aug;188;4;-1;0;unknown;no;0;0.0697401561130448
45;admin.;married;secondary;no;72;yes;yes;cellular;15;may;262;2;352;2;failure;no;0;0.0930780852612032
33;self-employed;single;tertiary;no;61;no;no;cellular;19;aug;836;3;-1;0;unknown;yes;1;0.381534166020195
38;technician;single;secondary;no;173;no;no;cellular;29;aug;150;4;-1;0;unknown;no;0;0.0484128850456324
26;services;single;secondary;yes;-162;yes;no;cellular;15;may;44;2;-1;0;unknown;no;0;0.0348815305799934
30;management;single;tertiary;no;47;no;yes;cellular;31;jul;11;17;-1;0;unknown;no;0;0.00709367431639604
55;services;divorced;tertiary;no;1983;yes;no;telephone;19;nov;123;1;-1;0;unknown;no;0;0.0766431488917421
34;blue-collar;married;secondary;no;326;yes;yes;unknown;15;may;150;2;-1;0;unknown;no;0;0.0562463578228409
60;admin.;married;secondary;no;2552;no;yes;cellular;30;jan;255;2;2;4;other;no;0;0.115284534065645
36;management;single;tertiary;no;1283;no;no;cellular;18;aug;92;5;-1;0;unknown;no;0;0.0359251673382161
65;housemaid;married;primary;no;2179;yes;no;cellular;4;sep;112;7;-1;0;unknown;no;0;0.0468163183022605
39;self-employed;married;tertiary;no;1047;no;no;unknown;6;jun;554;1;-1;0;unknown;yes;1;0.234838825127445
52;blue-collar;married;primary;no;36;no;no;cellular;13;aug;109;2;-1;0;unknown;no;0;0.0610957455536579
55;technician;married;secondary;yes;-308;no;no;cellular;2;feb;781;1;-1;0;unknown;yes;1;0.453799131182808
26;management;single;tertiary;no;1177;no;no;cellular;19;oct;116;1;-1;0;unknown;no;0;0.0509626130091313
40;self-employed;married;primary;no;2077;yes;no;cellular;13;may;363;1;173;24;other;no;0;0.138565714515017
52;entrepreneur;married;secondary;no;0;no;no;cellular;7;aug;82;2;-1;0;unknown;no;0;0.0557220582206464
29;self-employed;married;tertiary;no;1;no;no;cellular;18;jul;167;3;-1;0;unknown;no;0;0.0502752918302299
41;blue-collar;married;primary;no;7735;yes;no;cellular;20;nov;220;1;190;1;failure;no;0;0.101073921951772
30;technician;single;tertiary;no;1922;yes;no;cellular;18;may;546;1;-1;0;unknown;no;0;0.212635910678805
28;student;single;secondary;no;153;no;no;cellular;23;jul;1124;2;-1;0;unknown;yes;1;0.643229340897334
26;blue-collar;married;secondary;no;2770;yes;no;unknown;8;may;141;1;-1;0;unknown;no;0;0.057604994146149
58;management;married;secondary;no;139;no;no;cellular;27;may;188;1;161;2;other;no;0;0.0943709276324414
29;management;single;tertiary;no;21;yes;no;cellular;14;may;107;4;371;3;failure;no;0;0.0370565195912909
48;technician;married;secondary;no;178;yes;no;unknown;17;jun;320;4;-1;0;unknown;no;0;0.0967612836936611
35;blue-collar;married;secondary;no;444;yes;no;cellular;15;apr;244;3;-1;0;unknown;no;0;0.0710563346960889
26;services;single;secondary;no;209;yes;no;cellular;22;jul;319;2;-1;0;unknown;no;0;0.0891265301365592
49;blue-collar;married;unknown;no;3096;no;no;unknown;16;jun;147;2;-1;0;unknown;no;0;0.0717732521001605
34;admin.;married;secondary;no;5320;no;no;cellular;3;mar;114;6;467;5;other;no;0;0.0376568318490215
32;services;married;secondary;no;4885;yes;yes;cellular;18;nov;400;2;-1;0;unknown;no;0;0.137520601983772
31;admin.;married;secondary;no;0;yes;yes;cellular;18;nov;79;3;-1;0;unknown;no;0;0.0381436881214877
48;unemployed;married;primary;no;5462;no;no;unknown;6;jun;29;4;-1;0;unknown;no;0;0.0412629746754647
40;blue-collar;married;secondary;no;6767;yes;no;cellular;20;nov;97;2;-1;0;unknown;no;0;0.0590533739918196
42;technician;divorced;secondary;no;2974;yes;no;unknown;21;may;187;5;-1;0;unknown;no;0;0.0559431159472165
48;technician;married;secondary;no;427;no;no;unknown;14;may;201;1;-1;0;unknown;no;0;0.0876948351285276
38;services;married;secondary;no;8876;no;no;cellular;2;feb;280;1;75;1;failure;no;0;0.121115840566059
53;management;married;tertiary;no;146;no;no;unknown;30;may;150;1;-1;0;unknown;no;0;0.0783599764179858
59;retired;divorced;secondary;no;319;no;no;cellular;24;jul;129;1;-1;0;unknown;no;0;0.0790646821469788
28;unemployed;single;secondary;no;304;no;no;cellular;14;jun;516;1;-1;0;unknown;no;0;0.18480488678818
41;blue-collar;married;primary;no;389;yes;no;unknown;16;jun;127;2;-1;0;unknown;no;0;0.056953687345332
50;management;single;primary;no;766;no;no;unknown;17;jun;174;2;-1;0;unknown;no;0;0.0753192618180243
31;admin.;married;secondary;no;0;yes;no;cellular;29;jul;82;5;-1;0;unknown;no;0;0.0315238346392896
30;technician;single;secondary;no;3107;yes;no;unknown;3;jun;1516;2;-1;0;unknown;no;0;0.890577536513738
59;admin.;divorced;secondary;no;174;yes;no;unknown;16;may;204;1;-1;0;unknown;no;0;0.100682947500611
33;technician;divorced;secondary;yes;-305;no;yes;unknown;9;may;109;1;-1;0;unknown;no;0;0.0525332269785342
35;self-employed;married;secondary;no;670;no;no;cellular;9;jul;378;1;-1;0;unknown;no;0;0.13285963560243
30;management;single;tertiary;no;6164;yes;no;unknown;27;may;152;11;-1;0;unknown;no;0;0.0251401225631097
71;retired;married;secondary;no;2850;no;no;cellular;17;feb;185;1;-1;0;unknown;yes;1;0.116147951023827
30;services;single;primary;no;79;yes;no;cellular;15;may;317;1;-1;0;unknown;no;0;0.101850490994224
24;services;married;secondary;yes;110;yes;no;unknown;23;may;27;1;-1;0;unknown;no;0;0.0356647268100124
34;technician;single;secondary;no;5039;no;no;cellular;20;nov;205;6;-1;0;unknown;no;0;0.0511063535579461
34;blue-collar;married;secondary;no;360;yes;no;telephone;19;nov;46;1;182;2;failure;no;0;0.0435927228035191
52;admin.;married;secondary;no;199;no;no;cellular;28;jan;978;2;189;1;other;no;0;0.596204129378085
33;self-employed;single;secondary;no;238;yes;yes;cellular;5;feb;45;5;-1;0;unknown;no;0;0.0286129212075146
38;blue-collar;married;secondary;no;5092;yes;no;unknown;17;jun;145;6;-1;0;unknown;no;0;0.043876389422637
41;admin.;divorced;secondary;no;1088;yes;no;cellular;28;jan;138;1;-1;0;unknown;no;0;0.0662478714723155
42;management;divorced;tertiary;no;221;yes;no;unknown;7;may;720;2;-1;0;unknown;no;0;0.338494637843422
38;blue-collar;divorced;secondary;no;889;no;yes;unknown;18;jun;362;1;-1;0;unknown;no;0;0.131533436036224
48;blue-collar;married;primary;no;750;yes;no;cellular;18;may;90;6;-1;0;unknown;no;0;0.0372233744842091
34;technician;single;secondary;no;0;yes;yes;unknown;16;may;214;1;-1;0;unknown;no;0;0.0762422607075964
46;blue-collar;married;primary;no;1291;yes;no;cellular;14;may;142;3;259;17;failure;no;0;0.0591149401196264
33;technician;married;secondary;no;1844;yes;no;unknown;29;may;241;3;-1;0;unknown;no;0;0.0708809971125338
40;management;married;tertiary;no;89;yes;yes;telephone;9;feb;148;6;-1;0;unknown;no;0;0.040350331388834
36;admin.;married;secondary;no;4280;no;no;unknown;19;jun;227;6;-1;0;unknown;no;0;0.0554867061361594
32;technician;single;secondary;no;0;no;no;cellular;21;aug;126;2;-1;0;unknown;no;0;0.0501493629659813
33;blue-collar;married;secondary;no;625;yes;no;unknown;28;may;410;1;-1;0;unknown;no;0;0.143179036165218
55;technician;married;unknown;no;574;yes;no;cellular;29;jan;243;2;-1;0;unknown;no;0;0.0999598442131
58;management;married;primary;no;320;yes;no;unknown;30;may;171;2;-1;0;unknown;no;0;0.0815116692458577
25;technician;single;tertiary;no;468;yes;no;unknown;15;may;147;1;-1;0;unknown;no;0;0.054975616378703
47;services;married;secondary;no;440;yes;no;unknown;12;jun;91;1;-1;0;unknown;no;0;0.0600917737726377
40;unemployed;married;secondary;no;0;yes;no;cellular;19;nov;332;1;183;1;failure;no;0;0.120211621198778
59;retired;married;secondary;no;5706;yes;no;cellular;25;jul;471;2;-1;0;unknown;no;0;0.231929196917991
40;management;married;tertiary;no;7780;no;no;telephone;4;may;364;1;355;1;other;no;0;0.156959866133526
30;management;married;secondary;no;-559;yes;yes;cellular;7;may;98;1;167;2;failure;no;0;0.0484051182533435
25;entrepreneur;single;tertiary;no;16874;yes;yes;cellular;15;may;117;2;-1;0;unknown;no;0;0.0662523875183974
58;retired;married;primary;no;1987;no;no;telephone;14;jul;185;4;-1;0;unknown;no;0;0.0732166494515389
39;entrepreneur;married;unknown;no;98;yes;no;telephone;15;may;59;3;367;1;other;no;0;0.0395755903436373
40;self-employed;married;tertiary;no;642;no;no;cellular;18;nov;147;3;-1;0;unknown;no;0;0.0548694230292519
38;blue-collar;married;secondary;no;526;yes;yes;unknown;23;may;553;2;-1;0;unknown;no;0;0.211587714408045
66;management;single;tertiary;no;6483;no;no;cellular;13;aug;275;1;-1;0;unknown;no;0;0.156708090618131
47;management;married;tertiary;no;2306;no;no;telephone;6;aug;239;4;-1;0;unknown;yes;1;0.0769456086173007
37;blue-collar;married;secondary;no;954;yes;no;unknown;2;jun;402;9;-1;0;unknown;no;0;0.0698667265432808
36;management;single;tertiary;no;-679;yes;yes;cellular;7;may;172;1;93;1;failure;no;0;0.0669011027909179
50;blue-collar;married;primary;no;-1;no;no;cellular;19;aug;195;2;-1;0;unknown;no;0;0.0793251925852728
76;retired;married;primary;no;2590;no;no;telephone;9;feb;68;12;-1;0;unknown;no;0;0.0283672358696077
58;management;single;tertiary;no;331;no;yes;cellular;28;jul;82;3;-1;0;unknown;no;0;0.054932632763478
42;admin.;married;secondary;no;4209;yes;no;unknown;5;jun;57;6;-1;0;unknown;no;0;0.0333910724600497
58;services;divorced;secondary;no;462;no;no;cellular;13;nov;495;1;93;1;success;yes;1;0.240153394605259
28;self-employed;single;tertiary;no;0;yes;no;cellular;21;jul;479;1;-1;0;unknown;no;0;0.164587672516453
41;technician;married;secondary;no;0;no;no;cellular;29;aug;141;2;-1;0;unknown;no;0;0.0591684200318308
30;management;married;tertiary;no;151;no;no;cellular;19;aug;82;4;-1;0;unknown;no;0;0.0345382245967428
32;management;divorced;tertiary;no;883;yes;no;cellular;10;dec;798;1;185;5;other;yes;1;0.400342407285914
27;services;single;secondary;no;266;no;yes;cellular;7;jul;232;1;-1;0;unknown;no;0;0.0746410287638633
48;management;married;tertiary;no;0;no;no;cellular;26;aug;60;5;-1;0;unknown;no;0;0.0364332374998305
36;technician;married;tertiary;no;491;yes;no;unknown;8;may;103;3;-1;0;unknown;no;0;0.0447092810562946
54;management;married;tertiary;no;3;no;yes;cellular;8;jul;443;1;-1;0;unknown;no;0;0.197227558496101
36;blue-collar;married;secondary;no;198;yes;no;unknown;9;may;400;2;-1;0;unknown;no;0;0.130171509495058
52;housemaid;married;secondary;no;14363;no;no;unknown;5;jun;132;1;-1;0;unknown;no;0;0.10089786748569
34;technician;divorced;secondary;no;0;yes;yes;cellular;18;aug;374;16;-1;0;unknown;no;0;0.0298211019042919
43;technician;married;secondary;no;136;no;no;cellular;25;aug;363;7;-1;0;unknown;yes;1;0.0786994539435063
32;management;single;tertiary;no;28;no;no;cellular;8;aug;111;2;-1;0;unknown;no;0;0.0476787412015862
33;management;single;tertiary;no;335;no;no;cellular;29;aug;130;4;-1;0;unknown;no;0;0.0425598761592603
51;housemaid;married;unknown;no;174;no;no;telephone;29;jul;308;3;-1;0;unknown;no;0;0.105986708662994
39;unemployed;married;secondary;no;270;yes;no;unknown;3;jun;116;1;-1;0;unknown;no;0;0.0588498865181361
44;management;single;tertiary;no;1206;no;no;cellular;9;jul;160;2;-1;0;unknown;no;0;0.0673784561381138
49;housemaid;divorced;primary;no;198;yes;no;unknown;13;may;205;3;-1;0;unknown;no;0;0.073899927059296
25;technician;married;tertiary;no;914;yes;no;cellular;12;may;185;2;-1;0;unknown;no;0;0.0572730925907137
39;self-employed;married;secondary;no;31;yes;no;cellular;20;nov;61;2;181;4;failure;no;0;0.0439590019145702
54;technician;married;secondary;no;0;no;no;telephone;14;aug;159;2;106;6;success;no;0;0.0739961339981656
32;management;single;tertiary;no;347;yes;no;cellular;18;may;213;1;264;6;failure;no;0;0.0747195661221304
36;management;married;tertiary;no;860;yes;no;unknown;20;may;294;15;-1;0;unknown;no;0;0.0261666867339456
54;technician;married;secondary;no;89;yes;no;cellular;10;jul;140;3;-1;0;unknown;no;0;0.0631548326110054
31;technician;married;secondary;no;0;yes;yes;cellular;28;jan;71;1;223;9;other;no;0;0.045305238376446
45;services;married;secondary;no;0;no;yes;cellular;8;jul;47;7;-1;0;unknown;no;0;0.0273738995807755
31;admin.;single;secondary;no;68;yes;no;cellular;16;apr;570;2;-1;0;unknown;no;0;0.20423455869313
45;technician;married;secondary;no;-149;yes;no;cellular;14;jul;287;2;-1;0;unknown;no;0;0.10043069895292
33;services;divorced;secondary;no;2411;yes;no;cellular;23;oct;130;1;161;1;failure;yes;1;0.0601392673964075
46;management;divorced;tertiary;no;225;yes;no;cellular;14;may;201;1;345;1;other;no;0;0.0851710106537861
43;unknown;single;tertiary;no;2731;no;no;cellular;21;nov;11;7;-1;0;unknown;no;0;0.0251315484211325
50;management;married;tertiary;no;112;yes;no;cellular;4;nov;70;5;85;5;other;no;0;0.0388072429332296
44;management;divorced;tertiary;no;0;no;no;cellular;22;aug;54;2;-1;0;unknown;no;0;0.0457316808283617
42;services;married;secondary;no;3620;yes;no;unknown;27;may;22;16;-1;0;unknown;no;0;0.0104877190029457
26;blue-collar;single;secondary;no;179;no;no;cellular;30;jul;103;3;-1;0;unknown;no;0;0.0390080177366125
47;admin.;single;secondary;no;1544;yes;no;cellular;6;apr;104;1;312;1;failure;no;0;0.0644253403830006
48;blue-collar;married;primary;no;199;no;no;telephone;18;aug;29;2;-1;0;unknown;no;0;0.0444021602182582
60;blue-collar;married;unknown;no;231;yes;no;unknown;12;may;57;2;-1;0;unknown;no;0;0.0569838622262582
27;admin.;divorced;secondary;no;76;yes;no;unknown;4;jun;236;1;-1;0;unknown;no;0;0.0753067628927936
30;unemployed;single;tertiary;no;302;no;no;cellular;11;feb;528;3;-1;0;unknown;yes;1;0.164867394216839
28;admin.;single;secondary;no;189;yes;no;cellular;31;jul;68;2;-1;0;unknown;no;0;0.039222472435887
58;retired;married;primary;no;565;no;no;telephone;7;jul;876;1;-1;0;unknown;yes;1;0.554215980089703
37;entrepreneur;married;tertiary;no;310;no;no;cellular;1;sep;76;1;-1;0;unknown;no;0;0.0501378997811788
36;services;married;secondary;no;1746;yes;no;unknown;26;may;99;1;-1;0;unknown;no;0;0.0553803454873521
39;technician;married;secondary;no;6;yes;no;cellular;18;may;122;3;357;4;failure;no;0;0.0490124149787844
52;unemployed;married;primary;no;-110;no;yes;cellular;29;jan;141;1;-1;0;unknown;no;0;0.074675570539769
55;retired;married;secondary;no;2749;yes;yes;unknown;29;may;58;2;-1;0;unknown;no;0;0.0569455636193365
30;management;single;tertiary;no;6495;no;no;cellular;30;mar;78;3;-1;0;unknown;no;0;0.0438517787747458
36;blue-collar;single;secondary;no;35;yes;no;unknown;3;jun;435;3;-1;0;unknown;no;0;0.132152015125885
39;admin.;married;secondary;no;-650;no;no;cellular;15;may;123;2;364;1;failure;no;0;0.0534474395632984
47;blue-collar;married;primary;no;292;no;yes;telephone;28;jul;210;3;-1;0;unknown;no;0;0.0734480286121759
42;housemaid;single;primary;no;5774;yes;no;unknown;15;may;54;2;-1;0;unknown;no;0;0.0511422415900659
42;management;married;secondary;no;2416;yes;no;unknown;20;may;138;4;-1;0;unknown;no;0;0.0515882751546592
58;retired;married;secondary;no;35;no;no;cellular;29;jul;336;7;-1;0;unknown;no;0;0.086455035420538
68;retired;married;secondary;no;19317;yes;no;cellular;4;aug;249;1;-1;0;unknown;yes;1;0.19336356671853
43;technician;married;secondary;no;50;no;no;unknown;28;may;63;1;-1;0;unknown;no;0;0.0514683188775942
44;blue-collar;married;secondary;no;-674;yes;no;unknown;5;may;257;1;-1;0;unknown;no;0;0.0977434798216304
49;technician;married;tertiary;no;3726;no;no;cellular;5;aug;875;2;-1;0;unknown;yes;1;0.516985980410144
57;retired;married;tertiary;no;1180;yes;yes;unknown;14;may;191;2;-1;0;unknown;no;0;0.0876900467995308
61;self-employed;divorced;tertiary;no;6610;no;no;cellular;24;feb;481;2;-1;0;unknown;yes;1;0.247489224747702
36;admin.;single;secondary;no;319;yes;no;cellular;18;may;120;2;-1;0;unknown;no;0;0.0521030037647369
31;blue-collar;married;secondary;no;1545;yes;yes;cellular;13;may;207;1;-1;0;unknown;no;0;0.0743732880289937
51;technician;married;tertiary;no;1315;no;no;telephone;5;jun;303;2;-1;0;unknown;no;0;0.117358208564376
31;technician;single;tertiary;no;424;no;no;cellular;21;aug;93;2;-1;0;unknown;no;0;0.0446787326097855
56;blue-collar;married;primary;no;151;no;no;cellular;3;feb;128;1;-1;0;unknown;no;0;0.0756284509150194
30;technician;single;tertiary;no;-970;no;yes;cellular;21;aug;194;2;-1;0;unknown;no;0;0.0601716153109805
38;services;married;secondary;no;-762;yes;yes;unknown;30;may;408;2;-1;0;unknown;no;0;0.133791937425003
35;services;married;secondary;no;181;yes;no;cellular;31;jul;5;3;-1;0;unknown;no;0;0.0312297425615117
31;blue-collar;married;unknown;no;-120;yes;no;cellular;17;jul;231;2;-1;0;unknown;no;0;0.070369388536502
39;admin.;divorced;secondary;no;1022;yes;no;unknown;20;jun;20;3;-1;0;unknown;no;0;0.0353666338302088
50;management;married;tertiary;no;78;yes;no;cellular;14;jan;218;3;161;9;other;no;0;0.0779039052666769
39;technician;married;tertiary;no;209;no;no;unknown;23;jul;36;2;-1;0;unknown;no;0;0.040512516464532
26;admin.;married;secondary;no;2469;no;no;cellular;16;jul;136;8;-1;0;unknown;no;0;0.0279464956563965
55;technician;married;secondary;no;0;no;no;cellular;19;nov;336;1;-1;0;unknown;no;0;0.145016421358684
43;blue-collar;divorced;primary;no;328;no;yes;cellular;8;jul;192;1;-1;0;unknown;no;0;0.0798667465229592
34;housemaid;married;tertiary;no;0;no;no;cellular;26;may;141;1;188;1;failure;no;0;0.0597234551393885
51;self-employed;married;primary;no;307;yes;yes;unknown;17;jun;65;2;-1;0;unknown;no;0;0.0523111893302679
31;management;married;tertiary;no;1384;yes;no;cellular;30;jan;203;2;2;3;other;no;0;0.0663677111824187
32;management;married;tertiary;no;0;no;no;cellular;26;aug;104;9;-1;0;unknown;no;0;0.02299829831197
53;technician;married;secondary;no;719;yes;no;unknown;14;may;230;1;-1;0;unknown;no;0;0.103078335489466
44;management;divorced;tertiary;no;0;no;no;cellular;10;aug;71;1;-1;0;unknown;no;0;0.0535024861055275
38;entrepreneur;married;tertiary;no;6704;yes;no;unknown;21;may;205;2;-1;0;unknown;no;0;0.0824555607970868
47;self-employed;married;tertiary;no;4543;yes;no;unknown;14;may;162;1;-1;0;unknown;no;0;0.0837428140293509
36;management;married;tertiary;no;0;yes;no;unknown;27;may;145;2;-1;0;unknown;no;0;0.0562898431150024
30;management;single;tertiary;no;149;yes;no;unknown;3;jun;220;2;-1;0;unknown;no;0;0.067406776596457
46;blue-collar;married;secondary;no;-1400;yes;no;telephone;6;may;309;3;355;4;failure;no;0;0.096610375213708
33;entrepreneur;married;secondary;no;-118;yes;yes;unknown;27;may;421;3;-1;0;unknown;no;0;0.121693613215709
43;blue-collar;married;secondary;no;2160;no;no;cellular;8;sep;261;1;98;1;success;yes;1;0.104258943354624
38;management;married;tertiary;no;3452;no;no;cellular;13;aug;132;2;-1;0;unknown;no;0;0.0599346344376922
27;technician;single;secondary;no;842;no;no;cellular;30;jul;273;1;91;1;other;no;0;0.0865914989486302
38;management;married;unknown;no;3576;no;no;cellular;25;nov;349;2;183;1;success;yes;1;0.122279007384144
41;unemployed;married;tertiary;no;1666;no;no;unknown;9;jun;291;3;-1;0;unknown;no;0;0.0919007872952894
29;technician;married;secondary;no;0;yes;no;cellular;28;jul;83;6;-1;0;unknown;no;0;0.027856865263953
39;services;married;secondary;no;0;yes;no;unknown;20;may;793;2;-1;0;unknown;no;0;0.388412445966713
42;blue-collar;single;primary;no;1628;yes;no;cellular;5;feb;119;1;195;8;success;no;0;0.0637439319001423
47;services;married;secondary;no;51;yes;yes;unknown;16;may;312;1;-1;0;unknown;no;0;0.12274191973268
30;blue-collar;single;secondary;yes;447;no;no;unknown;14;may;103;6;-1;0;unknown;no;0;0.0305895485172292
